name,brand,model,version,nbDoor,nbSeats,turningCircle,turningRadius,length,width,widthWSideMirror,height,wheelbase,wheelTrackFront,trackWidthRear,Clearance,luggageCapacity,luggageMin
Subaru Levorg Kombi 1.6 GT 170KM 125kW 2015-2017,levorg,kombi,silnik-benzynowy-1.6-gt-170km-2015-2017,5,5,5.4 m,4690 mm,1780 mm,1485 mm,2650 mm,1530 mm,1540 mm,130 mm,1446 l,522 l,1040 mm,1870 mm
Skoda Kodiaq SUV Facelifting 2.0 TDI SCR 200KM 2022,skoda,kodiaq,suv-facelifting,5,5,12.2 m,6.1 m,4699 mm,1882 mm,2087 mm,1681 mm,1685 mm,2791 mm,1580 mm,1570 mm,898 mm,1011 mm
Skoda Kodiaq RS 2.0 TDI 240KM 177kW 2019-2020,kodiaq,rs,silnik-diesla-2.0-tdi-240km-2019-2020,5,5,12.2 m,6.1 m,4699 mm,1882 mm,1660 mm,2791 mm,1586 mm,1576 mm,150 mm,195 mm,2065 l,650 l
Skoda Enyaq iV SUV,skoda,enyaq-iv,suv,5,5,10.8 m,5.4 m,4649 mm,1879 mm,2147 mm,1616 mm,2765 mm,1587 mm,1566 mm,860 mm,1023 mm,177 mm
Skoda Enyaq iV Coupe,skoda,enyaq-iv,coupe,5,5,10.8 m,5.4 m,4653 mm,1879 mm,2147 mm,1622 mm,2765 mm,1587 mm,1566 mm,860 mm,1027 mm,177 mm
Subaru Levorg Kombi Facelifting 1.6 170KM 125kW 2017-2018,levorg,kombi-facelifting,silnik-benzynowy-1.6-170km-2017-2018,5,5,10.8 m,5.4 m,4690 mm,1780 mm,1490 mm,2650 mm,1530 mm,1540 mm,130 mm,1446 l,522 l,1060 mm
Skoda Enyaq iV Coupe RS 77 306KM 225kW od 2022,enyaq-iv,coupe-rs,silnik-elektryczny-77-306km-od-2022,5,5,10.8 m,5.4 m,4653 mm,1879 mm,2147 mm,1622 mm,2765 mm,1587 mm,1566 mm,860 mm,1027 mm,170 mm
Skoda Kodiaq SUV Facelifting 2.0 TDI SCR 200KM 2022,kodiaq,rs-facelifting,silnik-benzynowy-2.0-tsi-245km-od-2021,5,5,12.2 m,6.1 m,4699 mm,1882 mm,2087 mm,1685 mm,2791 mm,1580 mm,1570 mm,898 mm,1011 mm,195 mm
Subaru Justy III,subaru,justy,iii,5,5,9.8 m,4.9 m,3770 mm,1630 mm,1565 mm,1605 mm,2360 mm,1420 mm,1410 mm,720 mm,690 mm,180 mm
Subaru Justy IV 1.0 70KM 51kW 2007-2009,justy,iv,silnik-benzynowy-1.0-70km-2007-2009,5,5,3610 mm,1665 mm,1550 mm,2430 mm,1470 mm,1475 mm,150 mm,630 l,225 l,od 2007 do 2009 roku,998 cm³,benzynowy
Ford Thunderbird I,ford,thunderbird,i,2,11.0 m,4453 mm,1786 mm,1326 mm,2590 mm,1422 mm,1422 mm,180 mm,843 mm,1354 mm,409 mm,1478 mm,884 mm
DS 3 Hatchback Facelifting 2016,ds,3,hatchback-facelifting-2016,3,5,10.2 m,3954 mm,1715 mm,2004 mm,1458 mm,2464 mm,1465 mm,1467 mm,830 mm,660 mm,155 mm,980 l
DS 9 Sedan,ds,9,sedan,4,5,11.0 m,5.5 m,4934 mm,1932 mm,2079 mm,1460 mm,2895 mm,1584 mm,1566 mm,973 mm,1066 mm,133 mm
DS 5 Hatchback Facelifting 2015,ds,5,hatchback-facelifting-2015,5,5,11.2 m,5.6 m,4530 mm,1871 mm,2128 mm,1505 mm,2727 mm,1575 mm,1599 mm,996 mm,807 mm,468 l
Ford Transit Courier Van,ford,transit-courier,van,5,2,10.5 m,5.2 m,4157 mm,1764 mm,2112 mm,1770 mm,2489 mm,819 mm,849 mm,145 mm,2600 l,1700 l
Ford Transit Courier 2019,ford,transit-courier,kombi-facelifting,5,5,10.9 m,5.5 m,4157 mm,1964 mm,2112 mm,1770 mm,2489 mm,150 mm,1000 l,1012 mm,1488 mm,837 mm
DS 9 Sedan E-Tense 1.6 E-Tense 360KM 265kW od 2021,9,sedan-e-tense,silnik-hybrydowy-1.6-e-tense-360km-od-2021,4,5,11.0 m,4934 mm,1932 mm,2079 mm,1460 mm,2895 mm,1589 mm,1586 mm,973 mm,1066 mm,510 l,od 2021 roku
Subaru Forester III,subaru,forester,iii,5,5,11.2 m,5.6 m,4560 mm,1780 mm,1700 mm,2615 mm,1530 mm,1530 mm,215 mm,1610 l,450 l,1073 mm
Subaru Impreza IV,subaru,impreza,iv,5,5,11.4 m,5.7 m,4460 mm,1775 mm,1480 mm,2670 mm,1540 mm,1545 mm,130 mm,1290 l,385 l,13.8 °
Subaru Forester I,subaru,forester,i,5,5,11.8 m,5.9 m,4485 mm,1735 mm,1535 mm,1580 mm,2525 mm,1480 mm,1475 mm,170 mm,1000 mm,1010 mm
Subaru Forester II,subaru,forester,ii,5,5,4485 mm,1735 mm,1590 mm,2525 mm,1495 mm,1485 mm,200 mm,990 mm,1010 mm,1795 mm,1455 mm,1245 mm
Subaru BRZ Coupe 2.0 DAVCS 200KM 147kW od 2012,brz,coupe,silnik-benzynowy-2.0-davcs-200km-2012-2016,2,4,10.8 m,5.4 m,4240 mm,1755 mm,1300 mm,1425 mm,2570 mm,1520 mm,1540 mm,130 mm,1064 mm,935 mm
Subaru BRZ Coupe 2021,brz,coupe-facelifting,silnik-benzynowy-2.0-200km-2017-2020,2,4,10.8 m,5.7 m,4240 mm,1775 mm,1320 mm,2570 mm,1520 mm,1540 mm,120 mm,330 l,243 l,od 2017 do 2020 roku
DS 7 Crossback,ds,7,crossback,5,5,11.7 m,5.8 m,4573 mm,1906 mm,2098 mm,1620 mm,2738 mm,1621 mm,1598 mm,925 mm,910 mm,180 mm
DS 7 Crossback E-Tense Facelifting,ds,7,crossback-e-tense-facelifting,5,5,10.4 m,5.2 m,4573 mm,1906 mm,2098 mm,1906 mm,1621 mm,1625 mm,2738 mm,1621 mm,1598 mm,925 mm
DS 7 Crossback E-Tense,ds,7,crossback-e-tense,5,5,10.4 m,5.2 m,4573 mm,1906 mm,2098 mm,1621 mm,1625 mm,2738 mm,1621 mm,1598 mm,925 mm,918 mm
DS 7 Crossback Facelifting,ds,7,crossback-facelifting,5,5,10.4 m,5.2 m,4573 mm,1906 mm,2098 mm,1906 mm,1621 mm,1625 mm,2738 mm,1621 mm,1598 mm,925 mm
Subaru Outback VI 2.5i 169KM 124kW od 2021,outback,vi,silnik-benzynowy-2.5i-169km-od-2021,5,5,11.0 m,5.5 m,4870 mm,1875 mm,1675 mm,2745 mm,1570 mm,1600 mm,213 mm,1822 l,561 l,815 mm
DS 3 Crossback Crossback,ds,3-crossback,crossback,5,5,10.6 m,5.3 m,4118 mm,1791 mm,1988 mm,1534 mm,2558 mm,860 mm,700 mm,185 mm,1050 l,350 l
Fiat Uno I,fiat,uno,i,5,5,3644 mm,1560 mm,1425 mm,2362 mm,1330 mm,1300 mm,717 mm,565 mm,395 mm,1888 mm,918 mm,468 mm
DS 3 Crossback Crossback E-Tense 50kWh 136KM 100kW od 2019,3-crossback,crossback-e-tense,silnik-elektryczny-50kwh-136km-od-2019,5,5,10.7 m,5.3 m,4118 mm,1791 mm,1988 mm,1534 mm,2558 mm,1548 mm,1557 mm,860 mm,700 mm,170 mm
Fiat Stilo Hatchback 1.9 JTD 80KM 2003,fiat,stilo,hatchback,3,5,11.1 m,5.5 m,4182 mm,1784 mm,1475 mm,2600 mm,1514 mm,1508 mm,887 mm,695 mm,150 mm,1035 l
Fiat Seicento Hatchback 3d 1.1 Fire 55KM 2004,fiat,seicento,hatchback-3d,3,5,8.8 m,4.4 m,3319 mm,1508 mm,1440 mm,2200 mm,1277 mm,1275 mm,619 mm,500 mm,150 mm,493 mm
Fiat Regata Weekend,fiat,regata,weekend,5,5,4267 mm,1650 mm,1450 mm,2455 mm,1405 mm,1416 mm,813 mm,999 mm,390 mm,590 mm,1888 mm,928 mm
Fiat Qubo Fiorino Qubo 1.4 73KM 2010,fiat,qubo,fiorino-qubo,5,10.5 m,3959 mm,1716 mm,1803 mm,1735 mm,2513 mm,1462 mm,1464 mm,855 mm,591 mm,150 mm,2500 l,330 l
Fiat Qubo 2015,fiat,qubo,qubo-seria-1,5,5,10.6 m,5.3 m,3959 mm,1716 mm,1735 mm,1803 mm,2513 mm,1462 mm,1464 mm,855 mm,591 mm,220 mm
Fiat Multipla II,fiat,multipla,ii,5,6,12.4 m,6.2 m,4090 mm,1870 mm,1690 mm,2666 mm,1515 mm,1520 mm,837 mm,586 mm,120 mm,1578 mm
Fiat Marea Weekend,fiat,marea,weekend,5,5,4487 mm,1741 mm,1500 mm,2540 mm,1470 mm,1440 mm,881 mm,1066 mm,520 mm,595 mm,1001 mm,478 mm
Fiat Linea Sedan,fiat,linea,sedan,4,5,10.5 m,5.2 m,4560 mm,1730 mm,1946 mm,1494 mm,2603 mm,1467 mm,1482 mm,928 mm,1029 mm,190 mm
Fiat Marea Sedan,fiat,marea,sedan,4,5,4393 mm,1741 mm,1420 mm,2540 mm,1480 mm,1435 mm,884 mm,969 mm,520 mm,595 mm,991 mm,478 mm
Fiat Multipla I,fiat,multipla,i,5,6,3994 mm,1871 mm,1695 mm,2666 mm,1515 mm,1520 mm,760 mm,568 mm,1578 mm,1538 mm,1850 l,430 l
Fiat Linea Sedan Facelifting 1.3 MultiJet II 95KM 70kW od 2013,linea,sedan-facelifting,silnik-diesla-1.3-multijet-ii-95km-2013-2015,4,5,4596 mm,1780 mm,1494 mm,2603 mm,870 l,500 l,od 2013 do 2015 roku,1248 cm³,diesel,95 , (70 ,) przy 4000 obr/min
Fiat Doblo I,fiat,doblo,i,4,5,4159 mm,1714 mm,1600 mm,2566 mm,1495 mm,1496 mm,758 mm,835 mm,497 mm,643 mm,1151 mm,474 mm
Fiat Bravo I,fiat,bravo,i,3,5,4031 mm,1755 mm,1420 mm,2540 mm,1471 mm,1430 mm,864 mm,627 mm,544 mm,600 mm,992 mm,499 mm
Fiat Doblo IV,fiat,doblo,iv,5,5,11.2 m,4406 mm,1832 mm,1845 mm,1895 mm,2755 mm,1510 mm,1530 mm,911 mm,740 mm,3200 l,790 l
Fiat Croma II 1.9 16v Multijet 150KM 2006,fiat,croma,ii,5,5,10.9 m,5.5 m,4756 mm,1775 mm,1597 mm,1623 mm,2700 mm,1513 mm,1496 mm,145 mm,980 mm,1610 l
Fiat Barchetta I 1.8 16V 131KM 96kW 1995-2002,barchetta,i,silnik-benzynowy-1.8-16v-131km-1995-2002,2,2,3916 mm,1640 mm,1265 mm,2275 mm,1412 mm,1407 mm,934 mm,707 mm,532 mm,634 mm,937 mm,1320 mm
Fiat Barchetta II 1.8 16V 131KM 96kW 2003-2005,barchetta,ii,silnik-benzynowy-1.8-16v-131km-2003-2005,2,2,3916 mm,1640 mm,1265 mm,2540 mm,165 l,od 2003 do 2005 roku,1747 cm³,benzynowy,131 , (96 ,) przy 6300 obr/min,158 
Fiat 130 Coupe 3.2 165KM 121kW 1971-1978,130,coupe,silnik-benzynowy-3.2-165km-1971-1978,2,4842 mm,1760 mm,1380 mm,2720 mm,1468 mm,1467 mm,885 mm,1237 mm,1493 mm,od 1971 do 1978 roku,3235 cm³,benzynowy,165 
Fiat 500X Crossover,fiat,500x,crossover,5,5,11.5 m,4248 mm,1796 mm,2025 mm,1600 mm,1608 mm,2580 mm,1545 mm,1545 mm,162 mm,179 mm,1000 l
Fiat Ducato I,fiat,ducato,i,4,8,4759 mm,1965 mm,2100 mm,2923 mm,1682 mm,1650 mm,813 mm,1023 mm,187 mm,465 mm,1314 mm,1372 mm
Fiat 500X Crossover Facelifting 1.3 Firefly 150KM 2022,fiat,500x,crossover-facelifting,5,5,11.5 m,5.8 m,4264 mm,1796 mm,2025 mm,1595 mm,1603 mm,2570 mm,1545 mm,1545 mm,165 mm,1000 l
Ford Taunus III,ford,taunus,iii,4,5,4340 mm,1706 mm,1363 mm,2579 mm,1445 mm,1425 mm,1030 mm,952 mm,869 mm,940 mm,1366 mm,1361 mm
Ford Mondeo Vignale Liftback,ford,mondeo-vignale,liftback,5,5,11.6 m,5.8 m,4871 mm,1852 mm,2121 mm,1482 mm,2850 mm,1599 mm,1595 mm,160 mm,1356 l,458 l
Ford Mondeo Vignale Kombi,ford,mondeo-vignale,kombi,4,5,11.5 m,4861 mm,1852 mm,2121 mm,1911 mm,1482 mm,2850 mm,1589 mm,1585 mm,160 mm,1585 l,488 l
Ford Orion III,ford,orion,iii,4,5,4229 mm,1685 mm,1345 mm,2525 mm,1440 mm,1462 mm,1029 mm,975 mm,898 mm,955 mm,1272 mm,1205 mm
Ford Mondeo Vignale Kombi Facelifting,ford,mondeo-vignale,kombi-facelifting,5,5,11.6 m,5.8 m,4867 mm,1852 mm,2121 mm,1501 mm,2850 mm,1599 mm,1595 mm,155 mm,1585 l,500 l
Fiat 500L Trekking Seria 1,fiat,500l,trekking-seria-1,5,5,10.7 m,4270 mm,1800 mm,1679 mm,2612 mm,1522 mm,1519 mm,710 mm,826 mm,145 mm,1310 l,400 l
Ford Mondeo Vignale Liftback Facelifting 2.0 EcoBlue 190KM 140kW 2019-2021,mondeo-vignale,liftback-facelifting,silnik-diesla-2.0-ecoblue-190km-2019-2021,5,5,11.5 m,5.8 m,4871 mm,1852 mm,2121 mm,1482 mm,2850 mm,1599 mm,1595 mm,155 mm,541 l,od 2019 do 2021 roku
Fiat 500L Trekking Seria 4 1.4 95KM 2017,fiat,500l,trekking-seria-4,5,5,11.1 m,5.5 m,4270 mm,1800 mm,2018 mm,1679 mm,2612 mm,1522 mm,1519 mm,829 mm,706 mm,145 mm
Ford Ka III 1.2 Duratec 69KM 2013,ford,ka,iii,3,4,9.8 m,3620 mm,1658 mm,1894 mm,1702 mm,1505 mm,2100 mm,1397 mm,1409 mm,135 mm,747 l,224 l
Ford Ka Plus Hatchback 5d,ford,ka-plus,hatchback-5d,5,5,10.1 m,5.0 m,3929 mm,1704 mm,1910 mm,1769 mm,1524 mm,2489 mm,1472 mm,1462 mm,164 mm,849 l
Ford Focus Vignale Kombi,ford,focus-vignale,kombi,5,5,11.6 m,5.8 m,4668 mm,1825 mm,1848 mm,1979 mm,1494 mm,2700 mm,1572 mm,1566 mm,909 mm,1059 mm
Ford Focus Vignale Hatchback,ford,focus-vignale,hatchback,5,5,11.6 m,5.8 m,4378 mm,1825 mm,1979 mm,1848 mm,1471 mm,2700 mm,1572 mm,1553 mm,909 mm,769 mm
Ford Expedition II,ford,expedition,ii,5,8,11.8 m,5228 mm,2000 mm,1971 mm,3023 mm,1702 mm,1709 mm,210 mm,1008 mm,1011 mm,1610 mm,1633 mm
Ford Edge Vignale SUV,ford,edge-vignale,suv,5,5,12.0 m,6.0 m,4808 mm,1928 mm,2184 mm,1981 mm,1692 mm,2848 mm,1655 mm,1664 mm,210 mm,1847 l
Ford Edge Vignale SUV Facelifting,ford,edge-vignale,suv-facelifting,5,5,12.0 m,6.0 m,4808 mm,1928 mm,2184 mm,1981 mm,1692 mm,2850 mm,1646 mm,1643 mm,200 mm,2078 l
Ford Expedition III 5.4 i V8 32V 304KM 224kW 2007-2016,expedition,iii,silnik-benzynowy-5.4-i-v8-32v-304km-2007-2016,5,8,5228 mm,2000 mm,1971 mm,3023 mm,1702 mm,1707 mm,221 mm,1006 mm,1011 mm,1605 mm,1618 mm,1723 l
Ford Tourneo Courier Mikrovan Facelifting,ford,tourneo-courier,mikrovan-facelifting,5,5,10.9 m,5.5 m,4157 mm,1764 mm,2112 mm,1741 mm,1784 mm,2489 mm,155 mm,1656 l,708 l,1345 mm
Ford Edge I 3.5 V6 269KM 198kW 2007-2015,edge,i,silnik-benzynowy-3.5-v6-269km-2007-2015,5,5,4716 mm,1925 mm,2212 mm,2009 mm,1750 mm,2824 mm,940 mm,952 mm,200 mm,1016 mm,998 mm,1496 mm
Ford Bronco I,ford,bronco,i,3,3863 mm,1747 mm,1796 mm,2336 mm,1448 mm,1448 mm,683 mm,843 mm,1016 mm,490 mm,914 mm,1402 mm,690 mm
Ford Tourneo Custom 2022,ford,tourneo-custom,l2,5,9,12.7 m,6.3 m,5339 mm,1986 mm,2290 mm,1976 mm,3300 mm,1011 mm,1028 mm,1390 mm,1032 mm,533 mm
Ford Bronco II 5.8 225KM 165kW 1978-1979,bronco,ii,silnik-benzynowy-5.8-225km-1978-1979,3,10.8 m,4779 mm,2014 mm,1917 mm,2641 mm,1630 mm,1640 mm,198 mm,od 1978 do 1979 roku,benzynowy,225 , (165 ,)
Ford Transit VII,ford,transit,vii,5,3,11.9 m,6.0 m,5531 mm,2059 mm,2474 mm,2426 mm,3300 mm,1023 mm,1208 mm,1565 mm,1748 mm,1300 mm
Ford Transit V 2002,ford,transit,i,4,4425 mm,1960 mm,1990 mm,2690 mm,1638 mm,1588 mm,733 mm,1000 mm,640 mm,1407 mm,1227 mm,901 mm,1233 mm
Ford Kuga I,ford,kuga,i,5,5,11.5 m,5.8 m,4443 mm,1842 mm,2128 mm,1650 mm,1710 mm,1920 mm,2690 mm,1570 mm,1565 mm,195 mm
Ford Explorer III,ford,explorer,iii,5,5,11.7 m,4813 mm,1831 mm,1826 mm,2888 mm,1547 mm,1554 mm,1013 mm,988 mm,1501 mm,1496 mm,2492 l
Ford Escape I,ford,escape,i,5,5,4394 mm,1780 mm,1702 mm,2619 mm,1554 mm,1524 mm,995 mm,490 mm,970 mm,475 mm,1455 mm,1280 mm
Ford Escape II,ford,escape,ii,5,5,4480 mm,1845 mm,1730 mm,2620 mm,1551 mm,1534 mm,1026 mm,996 mm,1438 mm,1420 mm,1792 l,934 l
Ford Galaxy II 1.9 TDI 115KM 2006,ford,galaxy,ii,5,7,11.7 m,5.8 m,4641 mm,1810 mm,2142 mm,1730 mm,2835 mm,1532 mm,1516 mm,144 mm,2600 l,266 l
Ford Escape III 2.0 EcoBoost 243KM 2018,ford,escape,iii,5,5,11.2 m,5.6 m,4524 mm,1839 mm,2078 mm,1905 mm,1684 mm,2690 mm,1562 mm,1565 mm,201 mm,1095 mm
Ford Flex Crossover 3.5 V6 262KM 193kW 2008-2012,flex,crossover,silnik-benzynowy-3.5-v6-262km-2008-2012,5,5,12.2 m,6.1 m,5130 mm,2032 mm,1727 mm,2995 mm,1661 mm,1661 mm,155 mm,566 l,od 2008 do 2012 roku,3496 cm³
Ford Flex Crossover Facelifting 3.5 V6 286KM 210kW od 2013,flex,crossover-facelifting,silnik-benzynowy-3.5-v6-286km-od-2013,5,5,12.4 m,6.2 m,5130 mm,1930 mm,1727 mm,2995 mm,1661 mm,1661 mm,150 mm,566 l,od 2013 roku,3496 cm³
Ford Ranger VI 3.0 v6 EcoBoost 288KM 212kW od 2022,ranger,vi,silnik-benzynowy-3.0-v6-ecoboost-288km-od-2022,4,5,12.6 m,6.3 m,5360 mm,2028 mm,2208 mm,2180 mm,1926 mm,3270 mm,1710 mm,1710 mm,938 mm,1258 mm
Ford Fiesta II,ford,fiesta,ii,3,4,3648 mm,1549 mm,1314 mm,2288 mm,1334 mm,1321 mm,1019 mm,954 mm,855 mm,935 mm,1269 mm,1133 mm
Ford Fiesta III,ford,fiesta,iii,3,5,10.3 m,5.2 m,3743 mm,1606 mm,1732 mm,1369 mm,2446 mm,1392 mm,1384 mm,616 mm,131 mm,957 mm
Ford Fiesta VI,ford,fiesta,vi,5,5,10.3 m,5.7 m,3916 mm,1685 mm,1906 mm,1432 mm,2486 mm,1478 mm,1444 mm,140 mm,1230 l,268 l
Dacia 1310 Sedan,dacia,1310,sedan,4,5,4348 mm,1616 mm,1435 mm,2441 mm,1312 mm,1312 mm,870 mm,1037 mm,120 mm,960 mm,950 mm,1325 mm
Dacia 1310 Kombi,dacia,1310,kombi,5,5,4371 mm,1616 mm,1455 mm,1935 mm,2441 mm,1312 mm,1314 mm,870 mm,1060 mm,131 mm,960 mm,950 mm
Citroen ZX Hatchback,citroen,zx,hatchback,3,5,4071 mm,1702 mm,1405 mm,2540 mm,1414 mm,1410 mm,850 mm,681 mm,1440 mm,1430 mm,1410 mm,1410 mm
Alfa Romeo MiTo Hatchback 3d,alfa-romeo,mito,hatchback-3d,3,4,11.0 m,5.5 m,4063 mm,1720 mm,1446 mm,2511 mm,1483 mm,1475 mm,904 mm,648 mm,105 mm,950 l
Dacia Dokker Mikrovan 1.6 SCe 102KM 2016,dacia,dokker,mikrovan,5,5,11.1 m,4363 mm,1751 mm,2004 mm,1814 mm,1852 mm,2810 mm,1490 mm,1478 mm,822 mm,731 mm,190 mm
Dacia Dokker Van,dacia,dokker,van,5,5,11.1 m,4363 mm,1751 mm,2004 mm,1809 mm,1847 mm,2810 mm,1490 mm,1478 mm,822 mm,731 mm,186 mm
Alfa Romeo GT II,alfa-romeo,gt,ii,2,5,11.5 m,5.8 m,4489 mm,1763 mm,1355 mm,2596 mm,1524 mm,1510 mm,967 mm,926 mm,905 l,320 l
Alfa Romeo MiTo Hatchback 3d Facelifting 2016,alfa-romeo,mito,hatchback-3d-facelifting-2016,3,5,11.2 m,4063 mm,1720 mm,1446 mm,2511 mm,1483 mm,1475 mm,904 mm,648 mm,215 mm,950 l,270 l
Alfa Romeo Brera Coupe,alfa-romeo,brera,coupe,2,4,10.6 m,5.3 m,4410 mm,1830 mm,1341 mm,2528 mm,1579 mm,1559 mm,1000 mm,882 mm,150 mm,610 l
Dacia Dokker Mikrovan Facelifting 1.5 Blue dCi 95KM 2019,dacia,dokker,mikrovan-facelifting,5,5,11.0 m,5.5 m,4363 mm,1751 mm,1852 mm,2810 mm,1490 mm,1478 mm,822 mm,731 mm,186 mm,3000 l
Dacia Dokker Van Facelifting,dacia,dokker,van-facelifting,5,2,11.1 m,5.5 m,4363 mm,1751 mm,1809 mm,2810 mm,1490 mm,1478 mm,822 mm,731 mm,190 mm,100 kg
Alfa Romeo 147 Hatchback,alfa-romeo,147,hatchback,5,5,11.5 m,5.8 m,4223 mm,1729 mm,1892 mm,1421 mm,2546 mm,1509 mm,1494 mm,952 mm,732 mm,1030 l
Alfa Romeo 4C Spider 1750TBi 240KM 177kW 2015-2017,4c,spider,silnik-benzynowy-1750tbi-240km-2015-2017,2,2,12.1 m,6.0 m,3989 mm,1864 mm,2090 mm,1183 mm,2380 mm,120 mm,110 l,od 2015 do 2017 roku,1742 cm³,benzynowy
Alfa Romeo 159 Sedan,alfa-romeo,159,sedan,4,5,11.0 m,5.5 m,4660 mm,1828 mm,1417 mm,2700 mm,1578 mm,1555 mm,1000 mm,960 mm,140 mm,405 l
Alfa Romeo 2000 Spider 2.0 115KM 85kW 1958-1961,2000,spider,silnik-benzynowy-2.0-115km-1958-1961,2,4496 mm,1650 mm,1320 mm,2500 mm,od 1958 do 1961 roku,1974 cm³,benzynowy,115 , (85 ,) przy 5700 obr/min,152 , przy 3200 obr/min,"z przodu, podłużnie"
Alfa Romeo 4C Coupe 1750TBi 240KM 177kW 2013-2017,4c,coupe,silnik-benzynowy-1750tbi-240km-2013-2017,2,2,12.1 m,6.0 m,3989 mm,1864 mm,2090 mm,1183 mm,2380 mm,850 mm,720 mm,120 mm,110 l,od 2013 do 2017 roku
Alfa Romeo Stelvio SUV,alfa-romeo,stelvio,suv,5,5,11.7 m,5.8 m,4687 mm,1903 mm,2163 mm,1960 mm,1648 mm,2818 mm,1622 mm,1675 mm,207 mm,525 l
Alfa Romeo 2000 Sprint 2.0 115KM 85kW 1958-1961,2000,sprint,silnik-benzynowy-2.0-115km-1958-1961,2,4500 mm,1660 mm,1330 mm,2500 mm,od 1958 do 1961 roku,1974 cm³,benzynowy,115 , (85 ,) przy 5700 obr/min,152 , przy 3500 obr/min,"z przodu, podłużnie"
Alfa Romeo 159 Sportwagon,alfa-romeo,159,sportwagon,5,5,11.0 m,5.5 m,4660 mm,1828 mm,1417 mm,2700 mm,1578 mm,1555 mm,1000 mm,960 mm,140 mm,1245 l
Alfa Romeo 2000 Berlina 2.0 105KM 77kW 1958-1961,2000,berlina,silnik-benzynowy-2.0-105km-1958-1961,4,4390 mm,1565 mm,1430 mm,2570 mm,1324 mm,1274 mm,760 mm,1060 mm,od 1958 do 1961 roku,1974 cm³,benzynowy,105 , (77 
Alfa Romeo 147 Hatchback 1.6 TS 16v 105KM 2004,147,gta,silnik-benzynowy-3.2-i-v6-24v-250km-2002-2010,3,5,4213 mm,1764 mm,1412 mm,2546 mm,1516 mm,1504 mm,925 mm,742 mm,1030 l,280 l,od 2002 do 2010 roku,3179 cm³
Audi Q8 SUV,audi,q8,suv,5,5,13.3 m,6.7 m,4986 mm,1995 mm,2190 mm,1705 mm,2995 mm,1679 mm,1691 mm,978 mm,1013 mm,254 mm
Audi Allroad C5,audi,allroad,c5,5,5,4810 mm,1852 mm,1932 mm,1501 mm,1526 mm,2757 mm,1574 mm,1585 mm,977 mm,1076 mm,142 mm,998 mm
Audi Allroad C6,audi,allroad,c6,5,5,4934 mm,1862 mm,1994 mm,1444 mm,1459 mm,2833 mm,1596 mm,1587 mm,997 mm,1104 mm,185 mm,992 mm
Audi 5000 C3,audi,5000,c3,4,5,10.4 m,5.2 m,4894 mm,1814 mm,1389 mm,2686 mm,1468 mm,1468 mm,124 mm,952 mm,927 mm,476 l
Audi Q8 SQ8,audi,q8,sq8,5,5,10.9 m,5.5 m,5006 mm,1995 mm,2190 mm,1708 mm,2996 mm,1679 mm,1687 mm,987 mm,1023 mm,170 mm
Audi Q8 Q8-e,audi,q8,q8-e,5,5,13.3 m,6.7 m,4986 mm,1995 mm,2190 mm,1705 mm,2995 mm,1679 mm,1691 mm,245 mm,1625 l,505 l
Audi Q8 RS Q8 4.0 TFSI 600KM 441kW od 2019,q8,rs-q8,silnik-benzynowy-4.0-tfsi-600km-od-2019,5,5,12.3 m,5012 mm,1998 mm,2190 mm,1694 mm,2998 mm,1692 mm,1696 mm,994 mm,1020 mm,1755 l,605 l
Audi Q4 e-tron 50 299KM 2022,audi,q4,e-tron,5,5,10.2 m,5.1 m,4588 mm,1865 mm,2108 mm,1632 mm,2754 mm,1587 mm,1565 mm,854 mm,970 mm,180 mm
Audi Q4 e-tron 50 299KM 2022,audi,q4,e-tron-sportback,5,5,10.2 m,5.1 m,4588 mm,1865 mm,2108 mm,1614 mm,2764 mm,1587 mm,1565 mm,854 mm,970 mm,180 mm
BMW Z3 Cabrio,bmw,z3,cabrio,2,2,4025 mm,1692 mm,1288 mm,2446 mm,1411 mm,1427 mm,808 mm,771 mm,494 mm,954 mm,1312 mm,1375 mm
BMW i8 Roadster Elektryczny + R3 1499 374KM 2018,i8,coupe-facelifting,silnik-elektryczny-elektryczny-r3-1499-374km-2018-2021,2,4,12.3 m,6.2 m,4689 mm,1942 mm,2218 mm,1291 mm,2800 mm,1644 mm,1721 mm,960 mm,929 mm,117 mm
BMW i8 Coupe Elektryczny + R3 1499 362KM 266kW 2014-2018,i8,coupe,silnik-hybrydowy-elektryczny-r3-1499-362km-2014-2018,2,4,12.3 m,6.2 m,4689 mm,1942 mm,2218 mm,3046 mm,1291 mm,2800 mm,1644 mm,1715 mm,960 mm,929 mm
BMW i8 Roadster Elektryczny + R3 1499 374KM 2018,i8,roadster,silnik-hybrydowy-elektryczny-r3-1499-374km-2018-2021,2,2,12.3 m,6.2 m,4689 mm,1942 mm,2218 mm,1291 mm,2800 mm,1644 mm,1715 mm,960 mm,929 mm,117 mm
BMW X7 SUV M,bmw,x7,suv-m,5,5,13.0 m,6.5 m,5151 mm,2000 mm,2218 mm,1805 mm,3105 mm,1682 mm,1703 mm,874 mm,1172 mm,221 mm
BMW X7 SUV Facelifting,bmw,x7,suv-facelifting,5,5,13.0 m,6.5 m,5181 mm,2000 mm,2218 mm,1835 mm,3105 mm,1690 mm,1705 mm,904 mm,1172 mm,221 mm
